Node# CityName Population Elevation
69 Ritchiechester 29945249 3719.0
70 Amparoville 27151930 3458.0
71 Blockhaven 22871106 483.0
72 LakeDuncanstad 48642127 3310.0
73 Bartonberg 17251600 2560.0
74 WestJosianne 20875610 1374.0
75 NewKeyshawnfurt 49308465 3472.0
76 SouthKeegan 36470270 2480.0
77 Deefort 18681837 3881.0
78 Leestad 28447315 3055.0
79 Claytown 44094632 1120.0
80 LakeDominique 15341946 1265.0
81 NorthGardner 13073298 3462.0
82 Lehnerhaven 35815380 3774.0
83 NorthNoemiefurt 34986687 3808.0
84 LakeKarleyburgh 30869576 14.0
85 Corbinland 42753892 407.0
86 Lednerchester 40527002 943.0
87 NorthEarl 31614959 -44.0
88 Noeliaville 39227377 1375.0
89 Schimmelfort 37238197 1187.0
90 Kubhaven 14449935 582.0
91 Meghanton 12905408 1611.0
92 Alvisport 47223508 3094.0
93 NewBryanaport 15688128 195.0
94 MacGyverburgh 25418471 1504.0
95 Rhettfurt 27103383 699.0
96 Lowetown 30653941 3859.0
97 Paoloton 30745074 646.0
98 Martystad 43032823 576.0
99 WestKarelleside 44730694 434.0
100 NewSandrineborough 9628949 238.0
101 Spinkaside 23019541 3606.0
102 Ratketown 41320011 2275.0
103 Vandervortview 48125180 3443.0
104 Heaneyfort 33887583 1681.0
105 Tyrelltown 31539133 1026.0
106 EastNina 13422859 1420.0
107 WestAmeliaton 37482025 3492.0
108 Scottychester 32103832 2640.0
109 PortChadton 15487634 2367.0
110 EastPriceborough 37777262 1119.0
111 EastCandelario 12462207 1529.0
112 Zacharystad 10126943 1688.0
113 Johnsonberg 40607707 2751.0
114 Caterinafort 22261766 1589.0
115 WestRogers 42328851 3523.0
116 Bahringerchester 9864900 2914.0
117 Malcolmshire 577993 49.0
118 NewRosalinda 40983605 3679.0
119 NorthJoyce 22408510 3077.0
120 SouthRowan 23518054 -88.0
121 NorthLester 22430659 411.0
122 Quitzonberg 12543397 1823.0
123 WestFredericport 42480362 2779.0
124 EastIsrael 44961828 786.0
125 Lomabury 34496489 1202.0
126 Ebertberg 35800071 3006.0
127 NorthBrady 44067187 2313.0
128 Westfort 9846324 1077.0
129 Yostfurt 10817999 2612.0
130 SouthEnola 9259058 300.0
131 SouthSteveport 28668576 1082.0
132 Marielaborough 48801475 1895.0
133 PortBethmouth 38786665 1115.0
134 WestIvyton 16366740 17.0
135 WestMaria 48715927 2442.0
136 LakeIdellaside 31760455 3802.0
137 SouthChristiana 24148982 836.0
138 NewMyron 25827538 3434.0
139 NorthKirstenland 33876837 2905.0
140 LakeBryanamouth 21302615 1869.0
141 Vidabury 45375563 3734.0
142 Noemyside 37005947 1333.0
143 Bernadineberg 27990106 3273.0
144 Jairochester 4415684 1913.0
145 EastConrad 11228216 3711.0
146 Willischester 23987913 1367.0
147 NorthChristinamouth 28116458 1661.0
148 NewCarolchester 35038475 1035.0
149 NewThadtown 16393806 2593.0
150 Lebsackshire 8784909 3498.0
151 WestAyden 17599884 2684.0
152 EastJamal 17965332 3603.0
153 Medhurstville 33474722 3955.0
154 Jaidaport 28536430 3330.0
155 Lavonnehaven 34363273 2619.0
156 Soledadborough 40349423 1665.0
157 NewAudreyville 12866920 3443.0
158 Americostad 47133019 3670.0
159 Keeblerview 29519532 2080.0
160 Louieview 10729982 1702.0
161 Mrazberg 45821130 3815.0
162 Leuschkeland 632056 3024.0
163 LakeKarlland 12706862 1216.0
164 Connellyville 7230037 3841.0
165 SouthCarole 28839155 948.0
166 Alantown 49276676 377.0
167 NorthCarlosport 28823043 2477.0
168 Boganport 38949372 3511.0
169 LakeLeonburgh 41720629 3598.0
170 Beahanville 37877645 2635.0
171 Casperstad 47027889 2963.0
172 WestRettafurt 1624602 86.0
173 LakeAmanda 20820496 2506.0
174 SouthJoshua 40393406 2541.0
175 Bettyebury 18573391 1460.0
176 Edenshire 37536828 3559.0
177 Labadieshire 10694163 3385.0
178 SouthJaida 44177706 2310.0
179 Carterville 26986914 606.0
180 Handport 32989742 1532.0
181 EastAmandachester 7946327 3861.0
182 WestAndrewshire 6724923 841.0
183 Pedroshire 16097007 3767.0
184 Torphymouth 18069865 2233.0
185 Burleymouth 10949802 3741.0
186 LakeNonaside 19036560 2299.0
187 NorthAditya 41372351 3831.0
188 SouthMaymiemouth 41482061 57.0
189 PortEloisa 47378182 960.0
190 Beulahbury 37641974 3057.0
191 Tillmanville 1843040 3651.0
192 PortLisetteberg 28273881 1846.0
193 Kendrafurt 20629394 3707.0
194 Andystad 37267077 574.0
195 LakeNoahside 14988865 1838.0
196 Brownville 42646152 2787.0
197 NewHershelland 34347481 1266.0
198 Morrisberg 11937915 1730.0
199 WestKianaton 37926570 2659.0
200 Bradtkeville 26287231 3603.0
201 Uptonport 1254246 1561.0
202 LakeOlin 49850556 1463.0
203 Homenickhaven 29644012 1933.0
204 WestAniyah 37601811 2935.0
205 WestOnaton 37387649 3307.0
206 Boydmouth 14429661 3628.0
207 Quitzonshire 32243080 1110.0
208 PortCeasarstad 11357173 1645.0
209 Windlermouth 27712719 2127.0
210 Ferryville 17735606 1611.0
211 NorthRonnymouth 5053122 3186.0
212 Greenfelderbury 20487743 2858.0
213 Auerland 39119184 2525.0
214 Connellyfurt 13977208 232.0
215 Homenickview 12626274 472.0
216 PortNakiaview 25668709 3435.0
217 PortJakeville 919388 2602.0
218 NewAbagailtown 15397437 3952.0
219 EastAddieville 18788905 3215.0
220 Ottofurt 25381504 1056.0
221 NewCassiechester 39534788 181.0
222 Kerlukeland 32874595 834.0
223 LakeJeremyton 45861386 3448.0
224 NorthSincereport 40660356 1644.0
225 NewVincenza 33236061 -6.0
226 LakeKarineshire 42804417 2424.0
227 EastBrandyn 43439786 1708.0
228 Johnsfort 17175043 2424.0
229 NewDollyport 33854861 1884.0
230 Emmetview 16583969 1697.0
231 NewMertiefort 25674335 1947.0
232 WestErnest 42274034 2096.0
233 VonRuedenville 42881940 2295.0
234 Mohrland 30309750 773.0
235 WestDeborah 12954212 1527.0
236 Nienowstad 44864789 2005.0
237 Reynoldsfort 47883019 967.0
238 WestNicholeton 896321 404.0
239 Marcostad 32790757 3337.0
240 Gwendolynchester 4563896 691.0
241 WestMorrisfurt 5020757 1645.0
242 WestJarodfort 19088510 2371.0
243 NewClemenshaven 31286108 1750.0
244 Prohaskamouth 43578695 1597.0
245 Vidalborough 42599806 3768.0
246 Hoegerview 24145698 3356.0
247 Doyleburgh 30712442 1345.0
248 Oberbrunnerchester 5437328 611.0
249 LakeLaruefort 43800025 3455.0
250 SouthKristoferberg 49949596 160.0
251 Hamillmouth 49569885 2581.0
252 Alishatown 23062434 179.0
253 PortChelseastad 23027310 479.0
254 Blandahaven 22096205 1673.0
255 Simview 33598793 800.0
256 Kautzermouth 36578941 591.0
257 WestEthyl 17707351 1875.0
258 Dandremouth 12894761 491.0
259 Janeside 21674560 1096.0
260 Frederikfurt 12084742 1570.0
261 LakeStacy 19137338 1091.0
262 WestKelly 21399337 2043.0
263 Francisbury 18510362 1452.0
264 Ervinhaven 29243457 1001.0
265 NewBernardside 44088835 3283.0
266 Grantview 42610025 -88.0
267 Ryderton 9640418 3379.0
268 Danielfort 15408141 482.0
269 LakeJeremie 33360443 1158.0
270 Faustoville 25402954 2176.0
271 Ullrichview 1902079 1716.0
272 NorthEdmund 28592768 1246.0
273 Volkmanview 36662404 3626.0
274 SouthJohnson 43582372 292.0
275 Croninside 28033442 3848.0
276 NorthEulahview 547934 3736.0
277 Vicentestad 41114854 2218.0
278 Arthurshire 38517452 590.0
279 PortPercival 42911703 2699.0
280 Linniebury 21224910 2203.0
281 Reubenville 47977700 801.0
282 LakeTrystan 17259450 269.0
283 PortJasper 34094890 2541.0
284 O'Connerchester 36005342 2650.0
285 Jeradside 7212227 2198.0
286 NewReidbury 37516523 3814.0
287 NewAmelieside 49662336 3475.0
288 NewPascale 25505481 1543.0
289 Volkmanborough 21591774 1062.0
290 SouthBettiemouth 21895556 1669.0
291 Leschberg 40475220 2397.0
292 NorthYadirafort 44223277 2612.0
293 SouthNashville 33337600 145.0
294 PortDariusfurt 34111690 3657.0
295 Padbergberg 8931802 1197.0
296 EastNoelia 9045340 1712.0
297 Shieldsberg 20726765 2665.0
298 Esperanzaburgh 18837529 1717.0
299 MacGyverville 48150832 2327.0
300 Murazikfort 47058781 2844.0
301 Julianfurt 36408820 1835.0
302 PortMaritzastad 25049508 3579.0
303 PortEdwina 16239728 2708.0
304 Idellahaven 38953537 1496.0
305 PortAngela 12120185 2123.0
306 SouthShad 34753214 1106.0
307 NorthDorthy 10181871 185.0
308 O'Reillystad 19018635 1065.0
309 NewViva 2658601 -36.0
310 LakeAlberthafurt 3523061 1208.0
311 PortLilianaton 1371037 119.0
312 Hellerville 38528035 425.0
313 Peggieport 16477465 1866.0
314 LakeSelenachester 43070455 -84.0
315 Abbyland 48910294 2894.0
316 NewKurtisstad 32676519 1838.0
317 Ledachester 25760388 2635.0
318 Boyerside 10692944 840.0
319 Bethanyborough 7391444 225.0
320 NorthHerminio 47957258 158.0
321 Aufderharport 48167839 1441.0
322 Welchchester 5660377 277.0
323 Gusikowskitown 30096643 1256.0
324 LakeMallorychester 2122569 969.0
325 Robelmouth 44079214 502.0
326 LakeKhalid 1588952 3104.0
327 Hermanstad 16854039 3681.0
328 PortBerniece 12290839 3408.0
329 Naderview 27261377 2941.0
330 Hillardside 7958370 433.0
331 Dibbertville 30445224 3508.0
332 LakeJeanettestad 48425977 2868.0
333 Ritchieberg 26624155 474.0
334 Clemenstown 32359224 295.0
335 PortDeontechester 6523335 2708.0
336 PortSelina 47963404 1924.0
337 LakeMckaylafurt 36724046 3921.0
338 Adellafort 10207245 1085.0
339 Strosinbury 17980975 89.0
340 Mohrport 5111940 85.0
341 Baumbachport 18025385 3863.0
342 EastAntonette 17795179 1059.0
343 NewEarnest 41513884 3083.0
344 Keirashire 40368518 3203.0
345 Keeblerville 16223053 586.0
346 NorthAgustinaland 1340799 3843.0
347 Kelvinville 24634369 840.0
348 Langoshberg 38769077 2497.0
349 Vicentachester 10342192 2863.0
350 EastNils 42232220 3229.0
351 Greenholtshire 16212238 2428.0
352 NewDevynborough 47083782 1474.0
353 Idafurt 42554778 2661.0
354 Quincyfurt 12747700 2914.0
355 NewRhiannonborough 21696261 3162.0
356 SouthMauricio 9031859 3153.0
357 EastShania 43409768 603.0
358 Kossport 22822560 2953.0
359 Dareville 33031878 122.0
360 Candidomouth 37976313 328.0
361 WestDylan 19653346 676.0
362 Matildashire 19533796 392.0
363 Graysonfort 8261996 3118.0
364 Okunevafurt 39072355 300.0
365 Veronicatown 48740876 1769.0
366 LakeIliana 7511945 658.0
367 Kohlerburgh 29513360 37.0
368 Reynoldsview 36836119 2098.0
369 NewOliver 18953543 1702.0
370 SouthVivianhaven 19590253 3087.0
371 PortLoraview 37440201 2417.0
372 Okunevaton 12740732 3248.0
373 Keiramouth 7302502 398.0
374 Hermannstad 36978146 2247.0
375 Christophefort 45295213 1580.0
376 Lebsackport 26974148 1896.0
377 NorthAlaynamouth 46250350 1764.0
378 Emiliafort 9477792 2475.0
379 EastJosephine 5731408 3789.0
380 Hodkiewiczchester 9664597 2043.0
381 NorthAutumn 21100751 1690.0
382 Eileenland 23105055 2620.0
383 EastJerelville 34429343 3262.0
384 Fadelchester 22781406 3824.0
385 Andersonmouth 21593216 81.0
386 PortOswald 40601348 1332.0
387 Toyberg 9605900 2996.0
388 SouthYazminstad 35907304 2969.0
389 Lindland 44810176 655.0
390 EastBrycefort 10283383 516.0
391 WestGavin 15865027 3019.0
392 Genesisport 21463675 3260.0
393 Bonnieville 46144351 1404.0
394 PortBrett 18760859 1957.0
395 Carloschester 6003649 1854.0
396 Geoffreyville 8869468 485.0
397 Wainoville 23704908 1235.0
398 Turnerstad 17187101 3614.0
399 Janiechester 39110178 2235.0
400 Beatriceland 10499326 2796.0
401 WestQuentinbury 29253452 298.0
402 Gertrudeside 9219789 3941.0
403 Gleasonview 10069244 2917.0
404 EastWaino 43125360 384.0
405 SouthLaviniastad 7621914 3306.0
406 Eliseofurt 48828967 2724.0
407 SouthOrlandport 43773695 2231.0
408 SouthJulianneside 23391228 2316.0
409 PortNathanialshire 4759269 1067.0
410 Meggiehaven 46199960 71.0
411 Deefurt 12895368 3664.0
412 NewMorganview 39365788 1357.0
413 Stellafurt 16321060 133.0
414 Arielburgh 13118909 3053.0
415 Lindside 42590975 2144.0
416 NorthAmy 29471732 2086.0
417 LakeLanemouth 39118552 3137.0
418 Waylonview 15920841 1361.0
419 Albertofurt 39814037 1134.0
420 NorthRexhaven 47222682 2934.0
421 NewErnieborough 37845175 1287.0
422 LakeKenyonmouth 48244156 2021.0
423 Aftonbury 961197 2814.0
424 Curtisport 46761809 3440.0
425 Wilkinsontown 12639689 2059.0
426 NorthNellefurt 45730312 3198.0
427 Jeremiebury 14405640 3108.0
428 LakeAlexzandershire 21893914 1336.0
429 Bashirianville 29901301 1174.0
430 Turcotteland 17211572 2983.0
431 LakeLexie 24585550 -41.0
432 Prudencemouth 4601683 2506.0
433 Myrnastad 1126663 2501.0
434 Vestaport 17793537 3993.0
435 Torphyland 48646679 848.0
436 Hammeshaven 5045638 1314.0
437 Altenwerthbury 25980660 1797.0
438 Hintzside 12077033 1791.0
439 Elnaborough 38285477 1296.0
440 Schowalterview 5329129 3249.0
441 SouthClement 26955805 3040.0
442 Connellyfort 34623284 3210.0
443 Estelletown 46442444 550.0
444 Hermanfort 18751756 1662.0
445 LakeLeonton 32183245 1691.0
446 Lemkestad 593004 3853.0
447 EastSylvan 37361400 3119.0
448 NorthDeronshire 22567162 2299.0
449 Jordynside 8895089 799.0
450 WestNonaland 412515 2105.0
451 NorthAlexzanderhaven 35610673 1380.0
452 Claudiestad 13308970 2726.0
453 NorthJosieview 42633518 3858.0
454 PortJeanie 40760309 2149.0
455 Kiehnview 34933338 796.0
456 Sydneefurt 6345603 2294.0
457 Darianport 38221190 3164.0
458 Watsicatown 8034944 2138.0
459 Lavernburgh 43644885 736.0
460 LakeBrennanberg 19592088 1126.0
461 Ibrahimburgh 2706190 3210.0
462 EastMariebury 40953579 1304.0
463 Ransomview 1766016 2367.0
464 NorthCasandraville 35996664 1428.0
465 Shanahanport 44527418 463.0
466 Weissnatstad 19169179 848.0
467 LakeClemensview 14136327 2942.0
468 WestStephany 20606791 2896.0
469 NewNasirchester 17957327 923.0
470 Kennedyhaven 30058103 3044.0
471 Terryborough 20072174 -93.0
472 LakePearlland 20379937 797.0
473 NorthLawson 36437130 1627.0
474 Denesiktown 17556516 2151.0
475 Evelinebury 42825402 956.0
476 Purdyshire 985212 -86.0
477 LakeAlexandre 2898303 2104.0
478 Leuschkeville 48995579 2488.0
479 NewEdmond 30796564 2733.0
480 NorthBrendan 41851070 3978.0
481 Hayeston 12301182 3413.0
482 Ceasartown 33782900 2498.0
483 NorthIsabellfurt 1783565 297.0
484 SouthKeyshawnhaven 44228188 1079.0
485 LakeRoslyn 9875099 1398.0
486 Vandervortfurt 30005382 1073.0
487 SouthBusterton 24168974 1320.0
488 Scottiebury 13726714 1363.0
489 PortJoesph 26586757 3390.0
490 Lakinmouth 8289446 407.0
491 EastMillieshire 15758532 218.0
492 O'Keefeborough 11363582 2700.0
493 Haylieborough 7336796 348.0
494 Rebeccaside 39527760 2178.0
495 Howellfort 24638928 1030.0
496 PortStephenbury 4290098 171.0
497 Paxtonbury 24024504 2537.0
498 WestIsabellport 7458374 2110.0
499 Pinkiemouth 3333254 350.0
500 Bergnaumbury 18916686 2475.0
501 Bertabury 45130121 111.0
502 WestTimmothyborough 44171523 656.0
503 NorthBeulah 1415577 3949.0
504 PortJulien 36094311 -27.0
505 Bogisichland 39183535 547.0
506 Johnsonbury 31536867 390.0
507 Treutelborough 18592736 3817.0
508 LakeTorrance 18165185 704.0
509 Patienceberg 31525809 580.0
510 Rebabury 42621266 2002.0
511 WestElyse 32571972 223.0
512 NewMilan 34844899 2448.0
513 Maximuston 12284676 1091.0
514 SouthLinda 37186172 3938.0
515 Prestonberg 7863155 3695.0
516 NorthAlanisview 13615275 49.0
517 EastMortimerville 37261158 42.0
518 NewAudrey 45375929 2762.0
519 Felixville 9950958 1002.0
520 Brennanhaven 7905645 3999.0
521 WestKalebfort 18232221 180.0
522 PortTianna 667676 3572.0
523 Ervinfort 28099055 1341.0
524 Berthaville 48952666 803.0
525 EastIsabelshire 31192529 1469.0
526 NorthLeeport 40944232 1343.0
527 Douglasstad 47151911 2007.0
528 Schultzmouth 49966104 1543.0
529 Baumbachmouth 734686 3310.0
530 SouthAlveratown 28648708 950.0
531 NorthRomamouth 30168343 2713.0
532 EastGabriella 34431858 2185.0
533 SouthChadrick 44192335 1972.0
534 Yadiraside 5048885 2803.0
535 Adolfton 45112007 2980.0
536 NorthClemmie 19793505 70.0
537 Dickiview 25393756 3798.0
538 Wolffstad 11825505 2227.0
539 PortArielbury 25669887 3429.0
540 WestDomenicofort 26414623 2762.0
541 Herthafort 46653386 1881.0
542 SouthEarleneport 15085677 1049.0
543 NewBrando 2077766 2815.0
544 Yazminburgh 49942524 1228.0
545 LakeCecilebury 45659112 2161.0
546 Murphytown 3335871 3788.0
547 Roobburgh 28482706 563.0
548 NorthWilfrid 25128347 3729.0
549 LakeDomingoburgh 41479165 1760.0
550 Eudorashire 48660148 3243.0
551 Marcellefurt 14765131 276.0
552 WestJermaineland 7986168 3963.0
553 Collierberg 33690838 1413.0
554 EastDeshawn 15850535 3768.0
555 LakeCharlie 30682316 2977.0
556 EastDestiny 286665 2767.0
557 PortCooper 10640265 3822.0
558 Heaneyland 33884287 2517.0
559 Kaseyland 36455485 355.0
560 WestRenee 3743383 3059.0
561 PortDanialville 30182010 1431.0
562 Leuschkechester 46409839 3232.0
563 LakeLinamouth 30308471 3522.0
564 NewNehahaven 18069539 -38.0
565 Dickensfurt 31233869 1894.0
566 Gageland 15081875 417.0
567 Erdmanshire 11173073 311.0
568 NorthOkeyland 1566851 3550.0
569 Elishamouth 47761609 3812.0
570 PortJacques 44384347 700.0
571 Lurlinestad 37800239 3236.0
572 NewBroderick 9909746 1630.0
573 SouthLia 8478358 326.0
574 EastCameronchester 41461511 2251.0
575 SouthLouiefort 28994036 1184.0
576 Schmelerfort 6657421 2590.0
577 PortMacie 17078141 1668.0
578 Abshiremouth 16407400 1324.0
579 EastCamrynfort 17326524 1276.0
580 EastKrista 10305103 199.0
581 SouthAliyah 7572398 110.0
582 Othotown 23150896 761.0
583 Andersonbury 38230731 3921.0
584 EastRosalynport 22454177 989.0
585 NorthTiana 39294813 2786.0
586 Heidenreichtown 15898866 936.0
587 Clemensborough 470251 844.0
588 Lowellberg 21759309 1690.0
589 Silasmouth 6256022 1116.0
590 NewRahsaanburgh 29498599 1474.0
591 Schmittberg 23247094 3032.0
592 McCulloughberg 20780935 407.0
593 WestRosina 32611847 1661.0
594 PortLewburgh 46683818 176.0
595 Kihnmouth 21507840 2486.0
596 Eichmannchester 8077005 3344.0
597 Jermainehaven 18072191 2776.0
598 PortJuanitafort 44308595 3302.0
599 Luettgenbury 42401991 3948.0
600 NorthRosiechester 45400453 161.0
601 EastCobybury 35522435 544.0
602 LakeTimmy 327283 3602.0
603 PortElva 42597190 379.0
604 LakeMadilyn 46820614 2090.0
605 Stromanmouth 19156805 691.0
606 WestClyde 8061842 3831.0
607 LakeTrever 43212238 3794.0
608 Hermistonmouth 16875595 727.0
609 PortTaya 42612301 1024.0
610 Priceport 5752088 3161.0
611 LakeJanaestad 10711846 3351.0
612 LakeJohan 2124773 2416.0
613 NorthDillon 33120657 3055.0
614 NorthPetrahaven 39754089 671.0
615 Isobelfurt 16359764 2970.0
616 Simmouth 35947793 2069.0
617 Zboncakland 362103 3083.0
618 WestAnastasia 47362517 149.0
619 LakeErnestinastad 38270445 3551.0
620 Jacobsonchester 13056158 243.0
621 Hellerchester 12487936 2922.0
622 Feeneymouth 28047999 558.0
623 PortZakarymouth 25786797 3022.0
624 Rafaelaport 8034527 1697.0
625 Kulasbury 23374660 1749.0
626 Aronshire 20397973 3011.0
627 Littleburgh 32145637 3193.0
628 Rosenbaumberg 39038434 1083.0
629 Hyattmouth 21970902 1213.0
630 SouthDoviehaven 23480955 1588.0
631 SouthLizeth 8111729 175.0
632 LakeAmalia 19357983 1414.0
633 Cortezshire 46193327 3748.0
634 Esperanzaview 8084135 997.0
635 NewFanny 9621694 -16.0
636 EastYasmine 39781504 1455.0
637 NewArdithbury 31188201 1268.0
638 WestDaytonmouth 25543424 800.0
639 SouthPhilipbury 38947441 3439.0
640 SouthFlavio 15205055 3851.0
641 Wiltonton 28058311 151.0
642 LakePaolo 39078960 1426.0
643 Johnsville 33239508 3680.0
644 Candaceland 2266018 3598.0
645 EastYasmeen 13641015 2019.0
646 Boylestad 19438813 751.0
647 Ismaelhaven 45266823 2734.0
648 WestSaulfort 30640232 1413.0
649 Priceside 6173666 755.0
650 Charlieton 27222180 221.0
651 NorthMattville 42405308 3710.0
652 SouthEmmanuel 41211937 1016.0
653 Stiedemannburgh 20425768 196.0
654 Kesslerside 24610832 1003.0
655 Clementinastad 2353317 77.0
656 Alexandrafort 32161655 2364.0
657 Isaiahburgh 4741261 1613.0
658 Feeneyberg 8538988 790.0
659 Blickville 45647634 418.0
660 Lindgrenbury 35293881 1368.0
661 NewEdgardo 7035469 1988.0
662 Kennethstad 18341932 721.0
663 Padbergville 26229202 -33.0
664 LakeValentinberg 2460372 3987.0
665 Bradtkefort 34635246 3370.0
666 LakeTatum 46533753 3027.0
667 NorthBulah 49008181 2436.0
668 NewEmilyborough 3634083 3401.0
669 Janaemouth 1705399 2175.0
670 SouthEmmieton 34611043 3035.0
671 LakeDaronfurt 41034681 1179.0
672 Schneiderview 4644772 2950.0
673 Funkhaven 6923684 3218.0
674 Robertfort 44831948 -97.0
675 NorthParisburgh 18707210 3704.0
676 Raeshire 24755659 2400.0
677 Eloisehaven 13514011 3243.0
678 Mariamburgh 16692950 -78.0
679 LakeElwynshire 31848807 2869.0
680 Waelchitown 33957183 3325.0
681 Marcosfurt 18957806 3868.0
682 Jesuschester 2101072 678.0
683 WestCary 30474327 2144.0
684 Kavontown 38106660 455.0
685 PortMarkus 26686644 2373.0
686 NewJanae 22629621 3648.0
687 Rubyechester 2682507 2096.0
688 Bergestad 35302358 14.0
689 SouthFranzport 26962613 1615.0
690 Pourosfort 17393785 2245.0
691 NorthDarrelton 35789163 512.0
692 PortMariahland 42459224 2249.0
693 SouthNoah 350918 1945.0
694 Lonzofort 2806451 2914.0
695 NewEribertostad 45960853 -25.0
696 EastEdward 13097310 1497.0
697 EastAlexie 47922002 3883.0
698 Emiliaburgh 47619277 1502.0
699 Bogisichfort 4467695 420.0
700 NorthVernerborough 28937304 1304.0
701 Gerlachbury 21194244 2624.0
702 PortVicenta 40450623 3687.0
703 Dietrichmouth 4707510 3968.0
704 Maxineside 28632568 3416.0
705 Lavinatown 5389097 1932.0
706 O'Connerborough 40990403 1630.0
707 NewAleen 23273335 1213.0
708 Juanitamouth 48174311 2731.0
709 EastNolaland 37148325 549.0
710 PortSibyl 27495766 3128.0
711 LakeWilfridborough 31817316 2331.0
712 SouthJanniestad 18577216 86.0
713 NorthJaylonborough 19605554 1877.0
714 NewAnamouth 16405422 544.0
715 Bashirianland 19441112 3928.0
716 EastDaynaport 874464 826.0
717 EastScottie 45864684 858.0
718 Mayefort 27216935 3010.0
719 Hoseaside 2733906 649.0
720 Bertburgh 816505 800.0
721 Kulashaven 44903685 719.0
722 Lonzobury 14950642 133.0
723 Davischester 23537232 3932.0
724 NorthAbby 43720948 869.0
725 Kyleborough 45314494 650.0
726 NewHerminiaside 6734375 649.0
727 EastElmore 26068572 798.0
728 NorthFilibertoport 23131923 1913.0
729 Jastmouth 37361015 3115.0
730 Madelynnstad 33330845 1022.0
731 PortLoisside 37165293 3137.0
732 NorthMilohaven 3018041 142.0
733 Bodeborough 15894387 3430.0
734 Angelinafurt 38820820 2918.0
735 WestGussiemouth 31295522 3491.0
736 Colbyport 9224838 3391.0
737 SouthMorgan 3038306 2854.0
738 Uptonview 38342611 344.0
739 Jocelynburgh 9693640 2478.0
740 Erdmanton 24107338 2423.0
741 NorthKarianneton 42943751 1917.0
742 Moisesberg 5888243 2414.0
743 PortGiuseppestad 31751594 382.0
744 DuBuquetown 24323929 1178.0
745 Kuhnmouth 30456592 948.0
746 Luettgenstad 25703528 1325.0
747 NorthCalestad 49698610 3196.0
748 WestImani 39461992 3785.0
749 SouthDomenica 38324001 2164.0
750 Aidenport 41634295 2663.0
751 Dorianland 43971984 -66.0
752 PortDamonville 958186 548.0
753 EastNoemifort 43245217 3881.0
754 EastGeraldine 21943297 1373.0
755 NewHoldenchester 29650011 1782.0
756 SouthDejon 40465576 -36.0
757 PortJaclynhaven 19134807 45.0
758 Rustyport 4734254 3634.0
759 Krystelland 4390009 -63.0
760 Buckridgechester 1944305 3358.0
761 Arielletown 40978157 -90.0
762 LakeDimitri 25344221 1796.0
763 Merleburgh 36634541 1902.0
764 WestJosefamouth 48396687 2629.0
765 Laurencefort 33619097 292.0
766 EastRafael 47988877 2498.0
767 LakeBernitatown 28050795 3689.0
768 Terrenceview 26740769 3032.0
769 Garrisonport 29005038 2155.0
770 EastMiracleview 20842098 158.0
